Year,Country,Christians,Muslims,Unaffiliated,Hindus,Buddhists,Folk Religions,Other Religions,Jews,All Religions
2020,Guinea-Bissau,350000,850000,80000,<10000,<10000,560000,<10000,<10000,1840000
2020,Guyana,580000,50000,20000,200000,<10000,<10000,<10000,<10000,850000
2020,Haiti,10040000,<10000,1230000,<10000,<10000,240000,30000,<10000,11550000
2020,Vatican City,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2020,Honduras,7950000,10000,950000,<10000,10000,100000,60000,<10000,9090000
2020,Hong Kong,1120000,160000,4090000,30000,1000000,970000,110000,<10000,7480000
2020,Hungary,7680000,10000,1970000,<10000,<10000,<10000,<10000,<10000,9690000
2020,Iceland,330000,<10000,10000,<10000,<10000,<10000,<10000,<10000,350000
2020,India,33800000,213340000,900000,1093780000,10140000,6540000,28520000,10000,1387030000
2020,Indonesia,26930000,229620000,240000,4210000,1800000,750000,360000,<10000,263910000
2020,Iran,100000,80880000,100000,20000,<10000,<10000,140000,<10000,81250000
2020,Iraq,320000,41430000,50000,<10000,<10000,<10000,20000,<10000,41830000
2020,Ireland,4590000,80000,400000,20000,10000,<10000,<10000,<10000,5110000
2020,Isle of Man,80000,<10000,10000,<10000,<10000,<10000,<10000,<10000,90000
2020,Israel,180000,1730000,280000,<10000,20000,20000,10000,6360000,8600000
2020,Italy,48720000,2960000,8100000,140000,150000,100000,60000,50000,60270000
2020,Jamaica,2270000,<10000,500000,<10000,<10000,140000,30000,<10000,2930000
2020,Japan,2190000,220000,74780000,40000,41380000,500000,5550000,<10000,124660000
2020,Jordan,160000,7410000,<10000,10000,30000,<10000,<10000,<10000,7640000
2020,Kazakhstan,4130000,12870000,720000,<10000,60000,70000,20000,<10000,17880000
2020,Kenya,44460000,5550000,1200000,70000,<10000,780000,570000,<10000,52630000
2020,Kiribati,110000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,110000
2020,Kosovo,100000,1750000,<10000,<10000,<10000,<10000,<10000,<10000,1860000
2020,Kuwait,450000,2350000,<10000,330000,180000,<10000,<10000,<10000,3320000
2020,Kyrgyzstan,620000,5540000,30000,<10000,<10000,<10000,<10000,<10000,6190000
2020,Laos,110000,<10000,60000,<10000,4630000,2370000,50000,<10000,7240000
2020,Latvia,1160000,<10000,960000,<10000,<10000,<10000,<10000,<10000,2130000
2020,Lebanon,1740000,2780000,10000,<10000,<10000,<10000,<10000,<10000,4550000
2020,Lesotho,2310000,<10000,70000,<10000,<10000,<10000,<10000,<10000,2380000
2020,Liberia,4480000,610000,70000,<10000,<10000,30000,<10000,<10000,5200000
2020,Libya,200000,7170000,10000,<10000,20000,<10000,<10000,<10000,7420000
2020,Liechtenstein,40000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,40000
2020,Lithuania,2820000,<10000,310000,<10000,<10000,<10000,<10000,<10000,3130000
2020,Luxembourg,370000,10000,140000,<10000,<10000,<10000,<10000,<10000,520000
2020,Macau,40000,<10000,90000,<10000,100000,340000,<10000,<10000,570000
2020,Republic of Macedonia,1100000,870000,30000,<10000,<10000,<10000,<10000,<10000,2000000
2020,Madagascar,23200000,850000,2010000,20000,<10000,1270000,30000,<10000,27380000
2020,Malawi,17280000,2660000,410000,10000,<10000,340000,10000,<10000,20720000
2020,Malaysia,3140000,22070000,200000,1940000,5220000,730000,50000,<10000,33360000
2020,Maldives,<10000,350000,<10000,<10000,<10000,<10000,<10000,<10000,360000
2020,Mali,490000,19610000,110000,<10000,<10000,530000,<10000,<10000,20730000
2020,Malta,400000,<10000,10000,<10000,<10000,<10000,<10000,<10000,420000
2020,Marshall Islands,50000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,50000
2020,Martinique,400000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,420000
2020,Mauritania,10000,4310000,<10000,<10000,<10000,20000,<10000,<10000,4350000
2020,Mauritius,440000,230000,10000,640000,<10000,<10000,<10000,<10000,1330000
2020,Mayotte,<10000,270000,<10000,<10000,<10000,<10000,<10000,<10000,270000
2020,Mexico,118570000,<10000,7240000,<10000,10000,70000,20000,80000,126010000
2020,Federated States of Micronesia,130000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,130000
2020,Moldova,3260000,30000,40000,<10000,<10000,<10000,<10000,20000,3350000
2020,Monaco,30000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,40000
2020,Mongolia,70000,110000,1160000,<10000,1730000,110000,<10000,<10000,3190000
2020,Montenegro,490000,130000,20000,<10000,<10000,<10000,<10000,<10000,640000
2020,Montserrat,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2020,Morocco,20000,35510000,<10000,<10000,<10000,<10000,<10000,<10000,35530000
2020,Mozambique,16760000,5000000,5020000,10000,<10000,2210000,<10000,<10000,29000000
2020,Burma (Myanmar),4040000,2200000,260000,890000,41440000,2990000,90000,<10000,51910000
2020,Namibia,2600000,<10000,50000,<10000,<10000,<10000,<10000,<10000,2670000
2020,Nauru,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,10000
2020,Nepal,170000,1790000,90000,28600000,3540000,1290000,30000,<10000,35490000
2020,Netherlands,8070000,1170000,7550000,100000,50000,40000,40000,30000,17040000
2020,New Caledonia,230000,<10000,30000,<10000,<10000,<10000,<10000,<10000,280000
2020,New Zealand,2540000,80000,1910000,120000,90000,20000,40000,<10000,4810000
2020,Nicaragua,5710000,<10000,870000,<10000,<10000,90000,<10000,<10000,6690000
2020,Niger,200000,21660000,170000,<10000,<10000,20000,<10000,<10000,22040000
2020,Nigeria,96080000,104650000,790000,<10000,20000,3050000,110000,<10000,204690000
2020,Niue,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2020,North Korea,500000,<10000,18070000,<10000,380000,3130000,3270000,<10000,25350000
2020,Northern Mariana Islands,50000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,60000
2020,Norway,4230000,250000,600000,30000,40000,<10000,10000,<10000,5180000
2020,Oman,220000,2890000,10000,190000,20000,<10000,30000,<10000,3370000
2020,Pakistan,3260000,200490000,30000,3990000,20000,40000,30000,<10000,207860000
2020,Palau,20000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,20000
2020,Palestinian territories,110000,5250000,<10000,<10000,<10000,<10000,<10000,<10000,5360000
2020,Panama,3720000,30000,200000,<10000,<10000,20000,20000,20000,4020000
2020,Papua New Guinea,8390000,<10000,<10000,<10000,<10000,40000,20000,<10000,8460000
2020,Paraguay,7390000,<10000,90000,<10000,<10000,130000,10000,<10000,7630000
2020,Peru,31420000,<10000,1010000,<10000,50000,330000,110000,<10000,32920000
2020,Philippines,102320000,6330000,110000,<10000,100000,1750000,160000,<10000,110780000
2020,Poland,35120000,20000,2780000,<10000,<10000,<10000,<10000,10000,37950000
2020,Portugal,9370000,40000,890000,<10000,20000,20000,<10000,<10000,10360000
2020,Puerto Rico,3660000,<10000,80000,<10000,10000,30000,<10000,<10000,3790000
2020,Qatar,310000,1490000,20000,360000,90000,<10000,10000,<10000,2290000
2020,Reunion,820000,40000,20000,40000,<10000,<10000,10000,<10000,940000
2020,Romania,20320000,80000,20000,<10000,<10000,<10000,<10000,<10000,20430000
2020,Russia,101900000,15940000,21190000,60000,170000,300000,10000,200000,139760000
2020,Rwanda,13230000,310000,430000,<10000,<10000,100000,30000,<10000,14100000
2020,St. Helena,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2020,St. Kitts and Nevis,60000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,60000
2020,St. Lucia,180000,<10000,10000,<10000,<10000,<10000,<10000,<10000,190000
2020,St. Pierre and Miquelon,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2020,St. Vincent and the Grenadines,110000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,120000
2020,Samoa,220000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,220000
2020,San Marino,30000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,30000
2020,Sao Tome and Principe,170000,<10000,30000,<10000,<10000,<10000,<10000,<10000,210000
2020,Saudi Arabia,1450000,30690000,210000,440000,130000,90000,80000,<10000,33090000
2020,Senegal,530000,15480000,<10000,<10000,<10000,<10000,<10000,<10000,16020000
2020,Serbia,7040000,390000,260000,<10000,<10000,<10000,<10000,<10000,7690000
2020,Seychelles,90000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,100000
2020,Sierra Leone,1460000,5620000,<10000,<10000,<10000,60000,<10000,<10000,7160000
2020,Singapore,1040000,950000,970000,380000,1890000,140000,500000,<10000,5870000
2020,Slovakia,4640000,20000,880000,<10000,<10000,<10000,<10000,<10000,5550000
2020,Slovenia,1550000,80000,380000,<10000,<10000,<10000,<10000,<10000,2010000
2020,Solomon Islands,670000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,680000
2020,Somalia,<10000,12110000,<10000,<10000,<10000,<10000,<10000,<10000,12140000
2020,South Africa,43530000,1010000,8220000,540000,90000,260000,180000,60000,53890000
2020,South Korea,15000000,150000,23250000,20000,10950000,410000,110000,<10000,49890000
2020,Spain,36410000,1610000,10190000,40000,20000,50000,20000,60000,48400000
2020,Sri Lanka,1620000,2340000,<10000,3090000,15440000,<10000,<10000,<10000,22510000
2020,Sudan,2280000,38430000,440000,<10000,<10000,1200000,<10000,<10000,42360000
2020,Suriname,300000,80000,40000,110000,<10000,30000,10000,<10000,580000
2020,Swaziland,1180000,<10000,130000,<10000,<10000,10000,<10000,<10000,1330000
2020,Sweden,6210000,640000,2860000,30000,60000,20000,20000,10000,9860000
2020,Switzerland,5530000,440000,1800000,40000,50000,<10000,10000,20000,7900000
2020,Syria,1260000,22590000,500000,<10000,<10000,<10000,<10000,<10000,24350000
2020,Taiwan,1350000,10000,3190000,<10000,4930000,10190000,3610000,<10000,23280000
2020,Tajikistan,150000,8130000,130000,<10000,<10000,<10000,<10000,<10000,8430000
2020,Tanzania,38740000,20950000,1000000,50000,<10000,670000,20000,<10000,61440000
2020,Thailand,650000,4290000,200000,80000,66120000,60000,<10000,<10000,71420000
2020,Timor-Leste,1520000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,1530000
2020,Togo,3070000,1020000,450000,<10000,<10000,2680000,40000,<10000,7260000
2020,Tokelau,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2020,Tonga,130000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,130000
2020,Trinidad and Tobago,910000,80000,30000,310000,<10000,30000,20000,<10000,1370000
2020,Tunisia,20000,11440000,30000,<10000,<10000,<10000,<10000,<10000,11490000
2020,Turkey,380000,79090000,960000,<10000,40000,30000,170000,30000,80680000
2020,Turkmenistan,370000,5340000,30000,<10000,<10000,<10000,<10000,<10000,5740000
2020,Turks and Caicos Islands,30000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,40000
2020,Tuvalu,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,10000
2020,Uganda,39390000,5550000,230000,140000,<10000,390000,50000,<10000,45760000
2020,Ukraine,36860000,730000,5370000,30000,20000,20000,<10000,40000,43070000
2020,United Arab Emirates,1110000,6420000,100000,660000,210000,<10000,60000,<10000,8560000
2020,United Kingdom,38020000,3950000,20070000,1030000,380000,90000,500000,270000,64310000
2020,United States,252870000,3850000,62310000,2510000,4170000,850000,2770000,5700000,335030000
2020,U.S. Virgin Islands,110000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,110000
2020,Uruguay,1990000,<10000,1450000,<10000,<10000,30000,10000,<10000,3490000
2020,Uzbekistan,620000,30180000,240000,<10000,10000,20000,<10000,10000,31080000
2020,Vanuatu,280000,<10000,<10000,<10000,<10000,10000,<10000,<10000,300000
2020,Venezuela,29540000,100000,3220000,<10000,<10000,120000,30000,<10000,33010000
2020,Vietnam,8070000,180000,28760000,<10000,15560000,43360000,390000,<10000,96320000
2020,Wallis and Futuna,10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,10000
2020,Western Sahara,<10000,610000,<10000,<10000,<10000,<10000,<10000,<10000,610000
2020,Yemen,50000,32060000,30000,200000,<10000,<10000,<10000,<10000,32360000
2020,Zambia,17510000,110000,100000,20000,<10000,60000,170000,<10000,17970000
2020,Zimbabwe,12720000,140000,1110000,<10000,<10000,580000,40000,10000,14610000
2020,South Sudan,7530000,770000,60000,<10000,<10000,4090000,<10000,<10000,12450000
2020,Curacao,160000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,170000
2020,Sint Maarten,50000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,50000
2020,Caribbean Netherlands,20000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,20000
2030,All Countries,2578790000,2209270000,1233020000,1267290000,511300000,445490000,62490000,15260000,8322920000
2030,All Countries,283250000,6590000,85510000,4050000,5190000,1690000,4330000,6140000,396760000
2030,All Countries,627490000,930000,58320000,690000,460000,12830000,1130000,480000,702340000
2030,All Countries,510110000,57180000,154910000,2030000,1970000,1230000,1030000,1320000,729770000
2030,All Countries,16160000,443140000,2800000,2900000,950000,1650000,260000,7010000,474880000
2030,All Countries,794950000,428400000,37320000,1730000,190000,41940000,2720000,80000,1307320000
2030,All Countries,346840000,1273030000,894150000,1255880000,502550000,386140000,53020000,230000,4711830000
2030,Afghanistan,50000,51030000,10000,20000,10000,<10000,40000,<10000,51170000
2030,Albania,490000,2630000,20000,<10000,<10000,<10000,<10000,<10000,3150000
2030,Algeria,70000,42660000,800000,<10000,<10000,10000,<10000,<10000,43560000
2030,American Samoa,60000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,60000
2030,Andorra,80000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,90000
2030,Angola,27500000,60000,1570000,<10000,<10000,1250000,<10000,<10000,30390000
2030,Anguilla,10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,20000
2030,Antigua and Barbuda,100000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,100000
2030,Argentina,39880000,410000,5620000,<10000,20000,320000,120000,190000,46570000
2030,Armenia,3200000,20000,40000,<10000,<10000,<10000,<10000,<10000,3270000
2030,Aruba,100000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,110000
2030,Australia,14890000,940000,8640000,490000,810000,210000,240000,130000,26340000
2030,Austria,6640000,610000,1330000,10000,30000,10000,10000,20000,8670000
2030,Azerbaijan,250000,10400000,<10000,<10000,<10000,<10000,<10000,<10000,10660000
2030,Bahamas,390000,<10000,10000,<10000,<10000,<10000,<10000,<10000,400000
2030,Bahrain,220000,1120000,30000,170000,60000,<10000,<10000,<10000,1610000
2030,Bangladesh,580000,168050000,<10000,14490000,1130000,130000,130000,<10000,184500000
2030,Barbados,270000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,280000
2030,Belarus,6450000,100000,2570000,<10000,<10000,<10000,<10000,<10000,9130000
2030,Belgium,6320000,980000,3570000,20000,50000,40000,10000,30000,11010000
2030,Belize,390000,<10000,40000,<10000,<10000,<10000,<10000,<10000,440000
2030,Benin,7410000,3720000,790000,<10000,<10000,2650000,<10000,<10000,14560000
2030,Bermuda,50000,<10000,10000,<10000,<10000,<10000,<10000,<10000,70000
2030,Bhutan,<10000,<10000,<10000,200000,680000,20000,<10000,<10000,910000
2030,Bolivia,12930000,<10000,560000,<10000,10000,110000,130000,<10000,13740000
2030,Bosnia-Herzegovina,1640000,1560000,70000,<10000,<10000,<10000,<10000,<10000,3270000
2030,Botswana,1910000,30000,360000,<10000,<10000,80000,10000,<10000,2390000
2030,Brazil,192800000,40000,19330000,<10000,250000,7690000,310000,110000,220530000
2030,British Virgin Islands,30000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,30000
2030,Brunei,50000,360000,<10000,<10000,40000,30000,<10000,<10000,480000
2030,Bulgaria,5020000,920000,330000,<10000,<10000,<10000,<10000,<10000,6270000
2030,Burkina Faso,6350000,19240000,170000,<10000,<10000,4660000,<10000,<10000,30430000
2030,Burundi,10450000,340000,<10000,<10000,<10000,700000,<10000,<10000,11490000
2030,Cambodia,70000,360000,30000,<10000,17310000,100000,<10000,<10000,17890000
2030,Cameroon,19770000,5820000,1430000,<10000,<10000,910000,770000,<10000,28710000
2030,Canada,24730000,1400000,9760000,770000,460000,500000,560000,480000,38650000
2030,Cape Verde,570000,<10000,60000,<10000,<10000,<10000,<10000,<10000,640000
2030,Cayman Islands,60000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,70000
2030,Central African Republic,5700000,600000,60000,<10000,<10000,60000,<10000,<10000,6430000
2030,Chad,7750000,10280000,410000,<10000,<10000,250000,30000,<10000,18720000
2030,Channel Islands,130000,<10000,20000,<10000,<10000,<10000,<10000,<10000,150000
2030,Chile,17110000,20000,2070000,<10000,10000,280000,40000,30000,19550000
2030,China,73460000,30820000,720430000,30000,256440000,305930000,9680000,<10000,1396800000
2030,Colombia,52310000,10000,3920000,<10000,<10000,480000,50000,<10000,56780000
2030,Comoros,<10000,1190000,<10000,<10000,<10000,10000,<10000,<10000,1210000
2030,Republic of the Congo,5580000,70000,500000,<10000,<10000,170000,60000,<10000,6390000
2030,Democratic Republic of the Congo,101410000,1700000,1820000,60000,<10000,780000,140000,<10000,105910000
2030,Cook Islands,20000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,20000
2030,Costa Rica,5220000,<10000,470000,<10000,<10000,50000,20000,<10000,5760000
2030,Ivory Coast,12730000,10890000,2460000,<10000,20000,3230000,50000,<10000,29380000
2030,Croatia,3880000,70000,200000,<10000,<10000,<10000,<10000,<10000,4150000
2030,Cuba,6420000,<10000,2550000,20000,<10000,1960000,<10000,<10000,10970000
2030,Cyprus,930000,330000,30000,<10000,<10000,<10000,<10000,<10000,1310000
2030,Czech Republic,2000000,40000,8270000,<10000,30000,40000,<10000,<10000,10400000
2030,Denmark,4660000,360000,670000,30000,30000,<10000,<10000,<10000,5760000
2030,Djibouti,30000,1200000,<10000,<10000,<10000,<10000,<10000,<10000,1240000
2030,Dominica,70000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,80000
2030,Dominican Republic,10930000,<10000,1340000,<10000,<10000,110000,10000,<10000,12400000
2030,Ecuador,17030000,<10000,1030000,<10000,<10000,50000,<10000,<10000,18140000
2030,Egypt,4620000,102090000,<10000,<10000,<10000,<10000,<10000,<10000,106720000
2030,El Salvador,6090000,<10000,780000,<10000,<10000,30000,20000,<10000,6920000
2030,Equatorial Guinea,910000,40000,50000,<10000,<10000,20000,<10000,<10000,1030000
2030,Eritrea,5160000,3000000,10000,<10000,<10000,30000,<10000,<10000,8200000
2030,Estonia,470000,<10000,720000,<10000,<10000,<10000,<10000,<10000,1200000
2030,Ethiopia,71940000,44210000,80000,<10000,<10000,2360000,10000,<10000,118600000
2030,Faeroe Islands,50000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,50000
2030,Falkland Islands (Malvinas),<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2030,Fiji,690000,70000,<10000,300000,<10000,<10000,<10000,<10000,1080000
2030,Finland,4230000,110000,1220000,<10000,10000,<10000,<10000,<10000,5580000
2030,France,35640000,6100000,24200000,50000,350000,280000,120000,350000,67090000
2030,French Guiana,280000,<10000,10000,<10000,<10000,30000,<10000,<10000,340000
2030,French Polynesia,300000,<10000,20000,<10000,<10000,<10000,<10000,<10000,320000
2030,Gabon,1660000,300000,130000,<10000,<10000,130000,20000,<10000,2240000
2030,Gambia,120000,2980000,<10000,<10000,<10000,10000,<10000,<10000,3120000
2030,Georgia,3470000,500000,30000,<10000,<10000,<10000,<10000,<10000,4000000
2030,Germany,49610000,6120000,21460000,80000,240000,40000,100000,210000,77870000
2030,Ghana,26320000,6930000,1350000,20000,<10000,1940000,50000,<10000,36610000
2030,Gibraltar,30000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,30000
2030,Greece,9510000,710000,660000,20000,<10000,10000,10000,<10000,10930000
2030,Greenland,50000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,50000
2030,Grenada,130000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,130000
2030,Guadeloupe,490000,<10000,10000,<10000,<10000,<10000,<10000,<10000,510000
2030,Guam,210000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,220000
2030,Guatemala,21250000,<10000,850000,<10000,<10000,140000,20000,<10000,22270000
2030,Guinea,1680000,13510000,290000,<10000,10000,420000,<10000,<10000,15920000
2030,Guinea-Bissau,400000,1040000,100000,<10000,<10000,670000,<10000,<10000,2210000
2030,Guyana,660000,60000,20000,210000,<10000,<10000,<10000,<10000,950000
2030,Haiti,11220000,<10000,1400000,<10000,<10000,260000,40000,<10000,12920000
2030,Vatican City,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2030,Honduras,9140000,20000,1070000,<10000,10000,120000,70000,<10000,10430000
2030,Hong Kong,1240000,190000,4150000,40000,1040000,1030000,110000,<10000,7800000
2030,Hungary,7250000,20000,2040000,<10000,<10000,<10000,<10000,<10000,9330000
2030,Iceland,350000,<10000,20000,<10000,<10000,<10000,<10000,<10000,380000
2030,India,35670000,248960000,910000,1191510000,10770000,7120000,28600000,<10000,1523550000
2030,Indonesia,29620000,245020000,250000,4300000,1810000,740000,390000,<10000,282130000
2030,Iran,90000,84540000,90000,20000,<10000,<10000,140000,<10000,84870000
2030,Iraq,380000,53220000,60000,<10000,<10000,<10000,20000,<10000,53690000
2030,Ireland,4940000,110000,530000,20000,20000,10000,<10000,<10000,5650000
2030,Isle of Man,80000,<10000,10000,<10000,<10000,<10000,<10000,<10000,90000
2030,Israel,200000,2120000,300000,<10000,20000,30000,10000,7000000,9680000
2030,Italy,46370000,3640000,8600000,190000,180000,110000,60000,50000,59190000
2030,Jamaica,2360000,<10000,520000,<10000,<10000,140000,30000,<10000,3060000
2030,Japan,2320000,240000,75560000,50000,36100000,540000,5080000,<10000,119890000
2030,Jordan,190000,8790000,10000,10000,40000,<10000,<10000,<10000,9060000
2030,Kazakhstan,4140000,14190000,710000,<10000,70000,90000,30000,<10000,19240000
2030,Kenya,55270000,7640000,1530000,70000,<10000,900000,650000,<10000,66070000
2030,Kiribati,130000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,130000
2030,Kosovo,100000,1840000,<10000,<10000,<10000,<10000,<10000,<10000,1940000
2030,Kuwait,500000,2700000,<10000,410000,250000,<10000,<10000,<10000,3880000
2030,Kyrgyzstan,620000,6280000,30000,<10000,<10000,<10000,<10000,<10000,6940000
2030,Laos,120000,<10000,70000,<10000,5030000,2870000,60000,<10000,8170000
2030,Latvia,1060000,<10000,920000,<10000,<10000,<10000,<10000,<10000,1990000
2030,Lebanon,1830000,2920000,10000,<10000,<10000,<10000,<10000,<10000,4780000
2030,Lesotho,2450000,<10000,70000,<10000,<10000,<10000,<10000,<10000,2530000
2030,Liberia,5680000,780000,90000,<10000,<10000,50000,<10000,<10000,6610000
2030,Libya,220000,7860000,10000,<10000,30000,<10000,<10000,<10000,8140000
2030,Liechtenstein,40000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,40000
2030,Lithuania,2640000,<10000,280000,<10000,<10000,<10000,<10000,<10000,2930000
2030,Luxembourg,370000,10000,140000,<10000,<10000,<10000,<10000,<10000,530000
2030,Macau,40000,<10000,90000,<10000,100000,340000,<10000,<10000,580000
2030,Republic of Macedonia,970000,910000,20000,<10000,<10000,<10000,<10000,<10000,1910000
2030,Madagascar,29750000,1110000,2730000,20000,<10000,1700000,30000,<10000,35360000
2030,Malawi,23660000,3640000,470000,20000,<10000,460000,20000,<10000,28260000
2030,Malaysia,3590000,26050000,210000,2110000,5270000,810000,40000,<10000,38070000
2030,Maldives,<10000,380000,<10000,<10000,<10000,<10000,<10000,<10000,380000
2030,Mali,630000,25600000,150000,<10000,<10000,810000,<10000,<10000,27200000
2030,Malta,400000,<10000,10000,<10000,<10000,<10000,<10000,<10000,410000
2030,Marshall Islands,60000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,60000
2030,Martinique,410000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,430000
2030,Mauritania,10000,5260000,<10000,<10000,<10000,30000,<10000,<10000,5310000
2030,Mauritius,440000,230000,10000,650000,<10000,<10000,<10000,<10000,1340000
2030,Mayotte,<10000,340000,<10000,<10000,<10000,<10000,<10000,<10000,340000
2030,Mexico,125980000,<10000,9070000,<10000,10000,80000,20000,90000,135260000
2030,Federated States of Micronesia,150000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,160000
2030,Moldova,3000000,30000,40000,<10000,<10000,<10000,<10000,10000,3080000
2030,Monaco,40000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,40000
2030,Mongolia,80000,130000,1300000,<10000,1900000,120000,<10000,<10000,3530000
2030,Montenegro,480000,140000,20000,<10000,<10000,<10000,<10000,<10000,640000
2030,Montserrat,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2030,Morocco,20000,38090000,<10000,<10000,<10000,<10000,<10000,<10000,38110000
2030,Mozambique,20800000,5830000,6080000,20000,<10000,2740000,<10000,<10000,35480000
2030,Burma (Myanmar),4270000,2430000,270000,930000,43620000,3120000,100000,<10000,54740000
2030,Namibia,2940000,<10000,60000,<10000,<10000,<10000,<10000,<10000,3020000
2030,Nauru,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,10000
2030,Nepal,190000,2250000,100000,32630000,3930000,1470000,30000,<10000,40590000
2030,Netherlands,7700000,1330000,7980000,110000,60000,40000,40000,30000,17290000
2030,New Caledonia,250000,<10000,30000,<10000,<10000,<10000,<10000,<10000,290000
2030,New Zealand,2600000,100000,2190000,150000,100000,30000,50000,10000,5220000
2030,Nicaragua,6300000,<10000,1000000,<10000,<10000,100000,10000,<10000,7410000
2030,Niger,300000,30150000,230000,<10000,<10000,30000,<10000,<10000,30720000
2030,Nigeria,114920000,139580000,930000,<10000,20000,4150000,120000,<10000,259720000
2030,Niue,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2030,North Korea,520000,<10000,18660000,<10000,400000,3230000,3370000,<10000,26180000
2030,Northern Mariana Islands,50000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,60000
2030,Norway,4320000,330000,700000,40000,60000,<10000,10000,<10000,5460000
2030,Oman,240000,3350000,10000,220000,20000,<10000,30000,<10000,3890000
2030,Pakistan,3680000,230390000,30000,4670000,30000,40000,30000,<10000,238870000
2030,Palau,20000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,20000
2030,Palestinian territories,120000,6730000,<10000,<10000,<10000,<10000,<10000,<10000,6860000
2030,Panama,4110000,30000,230000,<10000,<10000,20000,20000,20000,4450000
2030,Papua New Guinea,10090000,<10000,<10000,<10000,<10000,50000,20000,<10000,10170000
2030,Paraguay,8440000,<10000,100000,<10000,<10000,150000,20000,<10000,8720000
2030,Peru,34420000,<10000,1140000,<10000,60000,360000,120000,<10000,36100000
2030,Philippines,117980000,7480000,120000,<10000,120000,2060000,200000,<10000,127960000
2030,Poland,33550000,40000,3330000,<10000,<10000,<10000,<10000,10000,36960000
2030,Portugal,8810000,60000,940000,<10000,20000,30000,<10000,<10000,9880000
2030,Puerto Rico,3610000,<10000,90000,<10000,10000,30000,<10000,<10000,3760000
2030,Qatar,380000,1820000,20000,480000,110000,10000,10000,<10000,2820000
2030,Reunion,880000,40000,20000,50000,<10000,<10000,10000,<10000,1010000
2030,Romania,19070000,80000,20000,<10000,<10000,<10000,<10000,<10000,19180000
2030,Russia,97330000,17650000,18670000,80000,170000,290000,10000,170000,134370000
2030,Rwanda,16600000,440000,540000,<10000,<10000,100000,30000,<10000,17730000
2030,St. Helena,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
